Bahia Falsa,,,,Carpinteria Salt March,,,,Estero de Punta Banda,,,,Flensburg Fjord,,,,Otago Harbor,,,,Sylt Tidal Basin,,,,Ythan Estuary,,,,
ID,Type,Name,,ID,Type,Name,,ID,Type,Name,,ID,Type,Name,,ID,Type,Name,,ID,Type,Name,,ID,Type,Name,,
138,2,Lecisthaster sp.,,138,2,Probolocoryphe species A,,138,1,copepod-thalassinidean,,,,,,138,2,Myicolid Copepod,,138,2,Cryptocotyle jejuna,,,,,,
139,2,Renicola sp.,,139,2,Pygidiopsoides spindalis,,139,2,Picornavirus,,,,,,139,2,Amphi-Trematode sp.,,139,2,Cryptocotyle lingua,,,,,,
140,2,mc sphere,,140,2,Renicola buchanani,,140,2,apicomplexan.Tagelus,,,,,,140,2,Fellostomatid,,140,2,Cercaria ephemera/Notocotyle #10,,,,,,
141,2,mc unk Bittium,,141,2,Renicola cerithidicola,,141,2,gregarine-Pachy,,,,,,141,2,Strigeid,,141,2,Cercaria lebouri/Paramonostomum chabaudi ,,,,,,
142,2,mc unk lg-cirriformia,,142,2,renic,,142,2,microsporan?mc oval,,,,,,142,2,Pinnotheres novaezelandiae,,142,2,Psilostomum brevicolle,,,,,,
143,2,mc unk pericaridean,,143,2,small cyathocotylid,,143,2,microsporan?mc RL,,,,,,,,,,143,2,Psilochasmus aglyptorchis,,,,,,
144,2,mc unk poly,,144,2,Maritrema sp.,,144,2,microsporan?prob,,,,,,,,,,144,2,Deropristis inflata,,,,,,
145,2,mc vs,,145,2,Stictodora hancocki,,145,2,microsporidean Hemi,,,,,,,,,,145,2,Renicola roscovita,,,,,,
146,2,mega het,,146,2,unk a/sm meso,,146,2,microsporidean Uca,,,,,,,,,,146,2,Meiogymnophallus minutus,,,,,,
147,2,Mesostephanus appendiculatus,,147,2,unk c,,147,2,Plasmodium sp.,,,,,,,,,,147,2,Gymnophallus gibberosus,,,,,,
148,2,Parorchis acanthus,,148,2,Glossocercus sp.,,148,2,Trichodina sp.,,,,,,,,,,148,2,Gymnophallus choledochus,,,,,,
149,2,Phocitremoides ovale,,149,2,tetraphyllidean larva,,149,2,graffillid,,,,,,,,,,149,2,Lacunovermis macomae,,,,,,
150,2,Probolocoryphe species A,,150,2,tetraphyllidean-fish,,150,2,Gyrodactylus sp.,,,,,,,,,,150,2,Parvatrema affinis,,,,,,
151,2,Pygidiopsoides spindalis,,151,2,trypanorhynch-fish,,151,2,Microcotyle sp.,,,,,,,,,,151,2,Monorchis parvus,,,,,,
152,2,Renicola buchanani,,152,2,trypanorhynch-grapsid,,152,2,Acanthoparyphium spinulosum,,,,,,,,,,152,2,Labratrema minimus,,,,,,
153,2,Renicola cerithidicola,,153,2,pseudophyllidean-fish,,153,2,microphallid-assiminea,,,,,,,,,,153,2,Podocotyle atomon ,,,,,,
154,2,renic,,154,2,Baylisascaris procyonis,,154,2,Austrobilharzia sp.,,,,,,,,,,154,2,Paravortex sp.,,,,,,
155,2,small cyathocotylid,,155,2,Spirocamallanus pereirae,,155,2,Austrobilharzia sp.,,,,,,,,,,155,2,Nematoda sp.,,,,,,
156,2,Maritrema sp.,,156,2,Ascarophis? (Neotrypaea),,156,2,Catatropis johnstoni,,,,,,,,,,156,2,Mytilicola intestinalis,,,,,,
157,2,Stictodora hancocki,,157,2,nematode (gnathosome?),,157,2,Cloacitrema michiganiensis,,,,,,,,,,157,2,Copepoda spec. 1,,,,,,
158,2,unk a/sm meso,,158,2,nematode larva,,158,2,Euhaplorchis californiensis,,,,,,,,,,158,2,Copepoda spec 2,,,,,,
159,2,Glossocercus sp.,,159,2,cystacanth-fish b.cav,,159,2,Gynaecotyla sp.,,,,,,,,,,159,2,Sacculina carcini,,,,,,
160,2,tetraphyllidean-fish,,160,2,cystacanth-fish musc,,160,2,Gynaecotyla sp.,,,,,,,,,,160,2,Profilicollis botulus,,,,,,
161,2,trypanorhynch-fish,,161,2,copepod-Pseudomyicola?,,161,2,hemiurid,,,,,,,,,,161,2,Cestoda sp. Host unknwon,,,,,,
162,2,trypanorhynch-thalassinidean,,162,2,fish copepod,,162,2,Himasthla rhigedana,,,,,,,,,,,,,,,,,,
163,2,Spirocamallanus pereirae,,163,2,Orthione griffinis,,163,2,Himasthla B,,,,,,,,,,,,,,,,,,
164,2,Vasorhabdochona cablei,,164,2,Portunion conformis,,164,2,Hysterolecitha trilocalis,,,,,,,,,,,,,,,,,,
165,2,Ascarophis? (Neotrypaea),,165,2,Carcinonemertes sp.,,165,2,Lecisthaster sp.,,,,,,,,,,,,,,,,,,
166,2,neme-long,,,,,,166,2,lepocreadid,,,,,,,,,,,,,,,,,,
167,2,cystacanth-pachygrapsus,,,,,,167,2,Renicola sp.,,,,,,,,,,,,,,,,,,
168,2,cystacanth-fish b.cav,,,,,,168,2,mc oval (u+i),,,,,,,,,,,,,,,,,,
169,2,Ceratothoa sp.,,,,,,169,2,mc oval jelly,,,,,,,,,,,,,,,,,,
170,2,Leidya sp.,,,,,,170,2,mc unk neo,,,,,,,,,,,,,,,,,,
171,2,Lironeca californica,,,,,,171,2,mc unk pericaridean,,,,,,,,,,,,,,,,,,
,,,,,,,,172,2,mc unk poly,,,,,,,,,,,,,,,,,,
,,,,,,,,173,2,mc unk-tagelus epb,,,,,,,,,,,,,,,,,,
,,,,,,,,174,2,Acanthoparyphium,,,,,,,,,,,,,,,,,,
,,,,,,,,175,2,Mesostephanus appendiculatus,,,,,,,,,,,,,,,,,,
,,,,,,,,176,2,Parorchis acanthus,,,,,,,,,,,,,,,,,,
,,,,,,,,177,2,Parvatrema sp.,,,,,,,,,,,,,,,,,,
,,,,,,,,178,2,Phocitremoides ovale,,,,,,,,,,,,,,,,,,
,,,,,,,,179,2,Probolocoryphe species A,,,,,,,,,,,,,,,,,,
,,,,,,,,180,2,Probolocoryphe species B,,,,,,,,,,,,,,,,,,
,,,,,,,,181,2,Pygidiopsoides spindalis,,,,,,,,,,,,,,,,,,
,,,,,,,,182,2,Renicola buchanani,,,,,,,,,,,,,,,,,,
,,,,,,,,183,2,Renicola cerithidicola,,,,,,,,,,,,,,,,,,
,,,,,,,,184,2,renic,,,,,,,,,,,,,,,,,,
,,,,,,,,185,2,small cyathocotylid,,,,,,,,,,,,,,,,,,
,,,,,,,,186,2,Maritrema sp.,,,,,,,,,,,,,,,,,,
,,,,,,,,187,2,Stictodora hancocki,,,,,,,,,,,,,,,,,,
,,,,,,,,188,2,Tubulovesicula,,,,,,,,,,,,,,,,,,
,,,,,,,,189,2,fellodistomid,,,,,,,,,,,,,,,,,,
,,,,,,,,190,2,Lepocreadium,,,,,,,,,,,,,,,,,,
,,,,,,,,191,2,Glossocercus sp.,,,,,,,,,,,,,,,,,,
,,,,,,,,192,2,plerocercoid,,,,,,,,,,,,,,,,,,
,,,,,,,,193,2,tetraphyllidean,,,,,,,,,,,,,,,,,,
,,,,,,,,194,2,tetraphyllidean larva,,,,,,,,,,,,,,,,,,
,,,,,,,,195,2,tetraphyllidean-fish,,,,,,,,,,,,,,,,,,
,,,,,,,,196,2,trypanorhynch-fish,,,,,,,,,,,,,,,,,,
,,,,,,,,197,2,trypanorhynch-grapsid,,,,,,,,,,,,,,,,,,
,,,,,,,,198,2,trypanorhynch-thalassinidean,,,,,,,,,,,,,,,,,,
,,,,,,,,199,2,Spirocamallanus pereirae,,,,,,,,,,,,,,,,,,
,,,,,,,,200,2,Ascarophis? (Neotrypaea),,,,,,,,,,,,,,,,,,
,,,,,,,,201,2,Ascarophis-like Pachy,,,,,,,,,,,,,,,,,,
,,,,,,,,202,2,Ascarophis-like Uca,,,,,,,,,,,,,,,,,,
,,,,,,,,203,2,nematode,,,,,,,,,,,,,,,,,,
,,,,,,,,204,2,nematode (gnathosome?),,,,,,,,,,,,,,,,,,
,,,,,,,,205,2,neme-long,,,,,,,,,,,,,,,,,,
,,,,,,,,206,2,acanth,,,,,,,,,,,,,,,,,,
,,,,,,,,207,2,cystacanth-pachygrapsus,,,,,,,,,,,,,,,,,,
,,,,,,,,208,2,cystacanth-uca,,,,,,,,,,,,,,,,,,
,,,,,,,,209,2,cystacanth-fish b.cav,,,,,,,,,,,,,,,,,,
,,,,,,,,210,2,copepod-Pseudomyicola?,,,,,,,,,,,,,,,,,,
,,,,,,,,211,2,Leidya sp.,,,,,,,,,,,,,,,,,,
,,,,,,,,212,2,Phyllobduris abdominalis,,,,,,,,,,,,,,,,,,
,,,,,,,,213,2,Portunion conformis,,,,,,,,,,,,,,,,,,
,,,,,,,,214,2,Carcinonemertes sp.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
